underlying_name,contracts,rows,no_trade_rate,total_volume,mean_hl_spread,mean_amihud,lob_days,mean_rel_spread,median_depth,liquidity_score,liquidity_rank
اهرم,450,41178,0.5625819612414396,675875200.0,0.3278748202857929,6.959631200650633e-06,467,0.9229580614574918,147.0,3.0,1
