underlying_name,liquidity_rank,no_trade_rate,peak_corr,data_sufficiency,peak_corr_signed,lob_file_option_share,gg_option_share,intraday_sufficiency,liquidity_premium_slope,liquidity_premium_p
اهرم,1,0.5625819612414396,-0.0676618774705608,OK,-0.0676618774705608,0.9931506849315068,,INSUFFICIENT_DATA,0.20801226020117317,3.8033402866535703e-26
