underlying_name,paired_obs,roughness_close,roughness_mid,roughness_improvement,stale_close_share,data_sufficiency,liquidity_rank,no_trade_rate
اهرم,285,0.3056099575051767,0.08529699250604936,0.22031296499912736,0.4631578947368421,OK,1,0.5625819612414396
