model,underlying_name,term,coef,std_err,t,p_value,nobs,r2
daily_interaction,pooled,Intercept,-6408.297257700121,123.40411361629631,-51.92936499366309,0.0,41178,0.27684880409390467
daily_interaction,pooled,no_trade[T.True],2676.1403892008448,47.26957423684968,56.614438196369896,0.0,41178,0.27684880409390467
daily_interaction,pooled,daily_spread_proxy,2639.8105313392234,57.2020601573979,46.148871632865806,0.0,41178,0.27684880409390467
daily_interaction,pooled,moneyness,4035.0688754787375,84.65251841775218,47.666259089494,0.0,41178,0.27684880409390467
daily_interaction,pooled,T,3006.181451728122,154.20308635444638,19.49494995721556,1.2117310564450786e-84,41178,0.27684880409390467
daily_interaction,pooled,realized_vol_21,1311.7938658724986,206.49926728801285,6.352535207996098,2.1179492902490938e-10,41178,0.27684880409390467
